name,amenity,historic,tourism,leisure,addr:street,latitude,longitude
,vending_machine,,,,,48.6891288,6.1838464
,waste_basket,,,,,48.6911652,6.1878801
Centre d'information sur les droits des femmes et des familles,social_facility,,,,,48.6918546,6.1874241
,vending_machine,,,,,48.6942058,6.1866576
,vending_machine,,,,,48.6937753,6.1853969
,vending_machine,,,,,48.6897259,6.1757424
,vending_machine,,,,,48.690105,6.1890497
,vending_machine,,,,,48.6912597,6.1887689
,vending_machine,,,,,48.6917942,6.1884526
,bicycle_parking,,,,,48.6840701,6.166156
,bench,,,,,48.6840446,6.1661509
,waste_disposal,,,,,48.6828239,6.1796121
Le Capri,restaurant,,,,,48.6930261,6.1813693
L'Arôme,pub,,,,,48.6937242,6.189423
,waste_basket,,,,,48.6939524,6.1982546
Amazigh Café,cafe,,,,,48.6938137,6.1976597
,vending_machine,,,,,48.6944925,6.1972433
,bicycle_parking,,,,,48.694067,6.1985233
,waste_basket,,,,,48.6912166,6.1769025
,waste_basket,,,,,48.6913122,6.1769109
,waste_basket,,,,,48.691239,6.1767199
,waste_basket,,,,,48.689852,6.1780969
,bicycle_parking,,,,,48.6914462,6.1767207
Le Palais de Jaipur,restaurant,,,,,48.6941482,6.181191
Maison de Justice et du Droit,social_facility,,,,,48.7013837,6.1513769
Thierry Michel,doctors,,,,,48.682581,6.1743526
,waste_basket,,,,,48.6824097,6.1743164
Cabinet de chirurgie dentaire,dentist,,,,,48.6821007,6.1642043
,waste_basket,,,,,48.6822725,6.1638279
,waste_basket,,,,,48.6848034,6.1627941
Jacques Prévost,dentist,,,,,48.6842811,6.1631796
,waste_basket,,,,,48.6738401,6.1725172
Sylvie Perrin,doctors,,,,,48.6742363,6.1675226
Estelle Redon,doctors,,,,,48.6742201,6.1674787
Jean-Pascal Fyad,doctors,,,,,48.6950275,6.1818071
Mélanie Amiot,doctors,,,,,48.6949753,6.1818482
Laura Giacomoni,doctors,,,,,48.6950194,6.1817717
Eric Blanc,dentist,,,,,48.6963233,6.1809064
Jacques,restaurant,,,,,48.695688,6.1808505
Bluën,cafe,,,,,48.6958438,6.1809029
La Romana,restaurant,,,,,48.6945825,6.1817183
,bicycle_parking,,,,,48.6831569,6.171885
L'Amusette,restaurant,,,,,48.6946153,6.1797966
Les Batteurs d'Or,restaurant,,,,,48.6895924,6.1800042
,bicycle_parking,,,,,48.679022,6.1656926
Le Capu,restaurant,,,,,48.692192,6.1806175
SSIAD Sainte-Marie,social_facility,,,,,48.6854031,6.1843975
Bruno Delaitre,dentist,,,,,48.6869712,6.17098
,charging_station,,,,,48.6931524,6.1995985
Nancy Food Pizzas - Au feu de bois,restaurant,,,,,48.6987985,6.1784776
,public_bookcase,,,,,48.6898614,6.1743665
,recycling,,,,,48.7059457,6.1752263
,bench,,,,,48.7059165,6.1752719
,bench,,,,,48.705939,6.1752686
,waste_disposal,,,,,48.7003719,6.1785992
Pizza Signature,restaurant,,,,,48.6922316,6.1815227
City Kebab,fast_food,,,,,48.6919224,6.1817539
Séverine Ciancioni,dentist,,,,,48.6926528,6.1812301
Sèves,cafe,,,,,48.6922902,6.1814789
,waste_basket,,,,,48.6917816,6.1820365
,waste_basket,,,,,48.6905607,6.1827242
Monsieur Fuji Sushi,restaurant,,,,,48.6905438,6.1827744
Speebon,fast_food,,,,,48.6889017,6.1837358
Tacos des Gourmets,fast_food,,,,,48.6889318,6.1837135
,drinking_water,,,,,48.6976403,6.183655
,waste_basket,,,,,48.6988219,6.1840046
,waste_basket,,,,,48.6988149,6.1838765
,waste_basket,,,,,48.6988909,6.1838265
,bench,,,,,48.6976168,6.1840609
,bench,,,,,48.6977941,6.1839928
,bench,,,,,48.6982489,6.1835281
,bench,,,,,48.6982312,6.1827958
,bench,,,,,48.6981656,6.1828407
,bench,,,,,48.6977986,6.1828555
,bench,,,,,48.697632,6.1831042
,bench,,,,,48.6979384,6.1839078
,bench,,,,,48.6979688,6.1833572
,bench,,,,,48.6982684,6.1835917
,bench,,,,,48.6983072,6.1836746
,bench,,,,,48.6981267,6.1831441
,bench,,,,,48.6984073,6.1829437
,bench,,,,,48.6979862,6.1827173
,bench,,,,,48.698014,6.1828292
,bench,,,,,48.6976604,6.1829551
,bench,,,,,48.6981772,6.1834284
,bench,,,,,48.6982307,6.1834685
,bench,,,,,48.697756,6.1830171
Auto-école Virlat,driving_school,,,,,48.6923852,6.1871573
Ciao Bella,restaurant,,,,,48.690339,6.1846887
,vending_machine,,,,,48.6904738,6.1849869
Gare Thiers,bicycle_rental,,,,,48.6902575,6.1756014
Résidence Art' & Facts,,,hotel,,,48.6764647,6.1694546
Le Steakhouse,restaurant,,,,,48.6816833,6.197941
Les Tournesols,restaurant,,,,,48.6843506,6.1962445
,waste_basket,,,,,48.6863188,6.1919358
,bicycle_parking,,,,,48.6881918,6.1942154
,vending_machine,,,,,48.686503,6.1942087
,bench,,,,,48.688323,6.1995815
,dog_toilet,,,,,48.688297,6.1995021
,vending_machine,,,,,48.6882754,6.1994813
,vending_machine,,,,,48.6892818,6.2008884
,bicycle_parking,,,,,48.6785852,6.1883645
,bicycle_parking,,,,,48.678486,6.1882357
,waste_disposal,,,,,48.6871265,6.1789847
,recycling,,,,,48.6871078,6.1789934
Brigade des Accidents,police,,,,,48.7003188,6.1761599
,bicycle_parking,,,,,48.6988057,6.1779079
,recycling,,,,,48.6851341,6.1817548
,waste_disposal,,,,,48.685068,6.1818012
,waste_disposal,,,,,48.6847737,6.1820176
,recycling,,,,,48.6848092,6.1819918
,recycling,,,,,48.6842499,6.1825545
,waste_disposal,,,,,48.6842629,6.1825326
,waste_disposal,,,,,48.6838156,6.1832965
,waste_disposal,,,,,48.6833451,6.1840965
,recycling,,,,,48.6833581,6.1840738
,vending_machine,,,,,48.6816835,6.1907073
,vending_machine,,,,,48.681527,6.1908324
,parking_space,,,,,48.6919457,6.1997625
,parking_space,,,,,48.6920156,6.1996807
,bicycle_parking,,,,,48.6882516,6.1789768
,vending_machine,,,,,48.6842998,6.1779131
,vending_machine,,,,,48.6827057,6.1789798
,vending_machine,,,,,48.6835747,6.1784568
,bicycle_parking,,,,,48.6835762,6.1783496
,bicycle_parking,,,,,48.6835909,6.1784249
Flem,cafe,,,,,48.6927505,6.1804214
La Corne d'Or,fast_food,,,,,48.6926074,6.1804733
,recycling,,,,,48.6851013,6.1817778
,recycling,,,,,48.6851181,6.1817661
,waste_disposal,,,,,48.6850847,6.1817895
,waste_disposal,,,,,48.6847917,6.1820045
,recycling,,,,,48.6842885,6.1824895
,recycling,,,,,48.6842372,6.182576
,waste_disposal,,,,,48.684276,6.1825105
,waste_disposal,,,,,48.6838276,6.1832748
,waste_basket,,,,,48.6837027,6.1837136
,waste_basket,,,,,48.6835696,6.1836799
,waste_disposal,,,,,48.6833184,6.1841432
,waste_disposal,,,,,48.683332,6.1841194
,waste_disposal,,,,,48.6858888,6.1821823
,recycling,,,,,48.6858652,6.1821026
,waste_disposal,,,,,48.6858976,6.1822078
,recycling,,,,,48.6858804,6.1821545
,recycling,,,,,48.6858725,6.1821277
,waste_basket,,,,,48.6858391,6.1838133
,bicycle_parking,,,,,48.6820801,6.1778604
,bicycle_parking,,,,,48.6825499,6.1777362
,bicycle_parking,,,,,48.682838,6.1775518
,waste_disposal,,,,,48.6863272,6.1799086
,waste_disposal,,,,,48.6863356,6.1799349
,recycling,,,,,48.6863441,6.1799611
,waste_disposal,,,,,48.6864482,6.1799189
,waste_disposal,,,,,48.6864567,6.1799452
,recycling,,,,,48.6864651,6.1799714
Musée Archéologique,,,museum,,,48.6953566,6.1657399
Philippe Grandemange,doctors,,,,,48.6833667,6.1629999
,toilets,,,,,48.6954566,6.1656842
,vending_machine,,,,,48.6916237,6.1715745
Charle'miam,fast_food,,,,,48.682767,6.1610371
,bench,,,,,48.6910471,6.1997015
,bench,,,,,48.6911149,6.1996163
,bench,,,,,48.6976995,6.174491
,bench,,,,,48.6976611,6.1745186
,bench,,,,,48.6978913,6.174353
,bench,,,,,48.6978529,6.1743806
,bench,,,,,48.6978146,6.1744082
,bench,,,,,48.6977762,6.1744358
,bench,,,,,48.6977379,6.1744634
,bench,,,,,48.6975877,6.1742909
,bench,,,,,48.697626,6.1742633
,bench,,,,,48.6976644,6.1742357
,bench,,,,,48.6977028,6.1742081
,bench,,,,,48.6977411,6.1741805
,bench,,,,,48.6977795,6.1741529
,bench,,,,,48.6978178,6.1741253
,charging_station,,,,,48.6980536,6.1424011
,vending_machine,,,,,48.6945371,6.186786
,vending_machine,,,,,48.6946406,6.1867381
,vending_machine,,,,,48.682116,6.177713
,waste_basket,,,,,48.6760615,6.1819118
,bench,,,,,48.676024,6.1819315
,bench,,,,,48.6785841,6.1802813
,vending_machine,,,,,48.6953714,6.1794877
,vending_machine,,,,,48.6945375,6.1798672
,vending_machine,,,,,48.6939497,6.1801277
,vending_machine,,,,,48.6933331,6.1804996
Le Bistro Héré,restaurant,,,,,48.6942438,6.1829243
Le petit Jean Lam,cafe,,,,,48.6939577,6.182842
Auto-école Pilote,driving_school,,,,,48.6920557,6.1797675
,waste_basket,,,,,48.6921865,6.1802578
,vending_machine,,,,,48.6918714,6.1792349
,waste_basket,,,,,48.6916809,6.1786153
,waste_basket,,,,,48.6918398,6.1794648
,vending_machine,,,,,48.6898557,6.1775578
,vending_machine,,,,,48.6899575,6.1769446
Arbre à livres Dylan Pelot,public_bookcase,,,,,48.6990994,6.1886237
,parking_entrance,,,,,48.692236,6.1844536
,bicycle_parking,,,,,48.6928092,6.1885015
,waste_disposal,,,,,48.6858743,6.18121
,waste_disposal,,,,,48.6858566,6.181223
,waste_disposal,,,,,48.6863706,6.1808497
,waste_disposal,,,,,48.6863888,6.1808369
,,wayside_cross,,,,48.6756077,6.1837905
Nord Est Lounge,bar,,,,,48.6894253,6.1794839
,parking_entrance,,,,,48.6886412,6.1782029
,vending_machine,,,,,48.6895328,6.1772058
,toilets,,,,,48.6814749,6.1982044
,waste_basket,,,,,48.6862064,6.1628051
Espace 3A,coworking_space,,,,,48.6863342,6.1635968
,waste_basket,,,,,48.6835556,6.1627373
,waste_basket,,,,,48.6834748,6.1622599
,vending_machine,,,,,48.6889979,6.1751353
Institut de formation du CHU de Nancy,college,,,,,48.6778546,6.2024823
,vending_machine,,,,,48.6828767,6.1614145
,toilets,,,,,48.6829067,6.1613995
,toilets,,,,,48.6828935,6.1613407
,toilets,,,,,48.693656,6.1664609
,toilets,,,,,48.6845023,6.1590767
,waste_basket,,,,,48.6949648,6.1985046
,bench,,,,,48.6949471,6.1985334
,bench,,,,,48.6948869,6.1985669
,bench,,,,,48.6948772,6.1986937
,bench,,,,,48.6947891,6.1986856
Amazon Hub Locker Anja,parcel_locker,,,,,48.6851081,6.1610463
Michèle Colmez,music_school,,,,,48.687668,6.1728752
,recycling,,,,,48.6901406,6.1744147
,waste_basket,,,,,48.6854712,6.1610358
,recycling,,,,,48.6810344,6.1691037
French Coffee Shop,cafe,,,,,48.6909491,6.1842001
,recycling,,,,,48.6901552,6.1743971
,clock,,,,,48.6876789,6.1742482
,recycling,,,,,48.6901705,6.174381
,drinking_water,,,,,48.6892552,6.1747693
,recycling,,,,,48.6901243,6.1744334
Docteur Sophie Guirten,dentist,,,,,48.6871527,6.1697196
SCP Cardiovasculaire de l'Est,clinic,,,,,48.6867717,6.1685965
Hôtel de Ville - Nancy,car_sharing,,,,,48.6924955,6.1837354
Craffe,car_sharing,,,,,48.6984956,6.17773
,vacuum_cleaner,,,,,48.6913126,6.1932907
,compressed_air,,,,,48.6914517,6.193185
Freedom Théâtre,theatre,,,,,48.6871204,6.1850513
,vending_machine,,,,,48.6844549,6.1589674
,waste_basket,,,,,48.6903527,6.1757603
La Banque Postale,atm,,,,,48.6888554,6.18377
,photo_booth,,,,,48.6850866,6.1608709
Green Kebab & Tacos,fast_food,,,,,48.6887039,6.1841329
Yom Thaï Food,restaurant,,,,,48.685811,6.1860099
,bicycle_parking,,,,,48.6897666,6.1831524
Audrey Didot,dentist,,,,,48.6853711,6.1613324
Anadolu,fast_food,,,,,48.6865378,6.1857395
,motorcycle_parking,,,,,48.6927155,6.1810966
L’Èbène,restaurant,,,,,48.6885172,6.1840212
,vending_machine,,,,,48.68508,6.1607003
Le DM's Café,cafe,,,,,48.6840954,6.1771502
Christophe Charton,dentist,,,,,48.6863493,6.1657834
Les Domaines Qui Montent,restaurant,,,,,48.683947,6.1769458
Le P'tit Liégeois,cafe,,,,,48.6899018,6.1806881
,bicycle_parking,,,,,48.68511,6.1624573
,bench,,,,,48.6805698,6.1699872
Victoria's English,language_school,,,,,48.6874568,6.1706797
,waste_disposal,,,,,48.6960112,6.1807398
,bicycle_parking,,,,,48.6893775,6.1750453
,recycling,,,,,48.6842742,6.1590766
Bar des Carmes,bar,,,,,48.6916673,6.1803089
,toilets,,,,,48.6805842,6.1661363
,bench,,,,,48.6855581,6.1641023
Benjamin Surrel,doctors,,,,,48.6945647,6.1821316
,vending_machine,,,,,48.6854224,6.1603434
,recycling,,,,,48.6851089,6.1609508
Educarest,driving_school,,,,,48.6917154,6.1811928
,waste_basket,,,,,48.6861304,6.1666449
Guidat,dentist,,,,,48.6886183,6.1735775
,recycling,,,,,48.6842767,6.1591059
,waste_basket,,,,,48.6865674,6.1638505
,dentist,,,,,48.6919342,6.1842763
Amazon Locker Louison,parcel_locker,,,,,48.6895795,6.1733941
,bicycle_parking,,,,,48.6977891,6.173961
,device_charging_station,,,,,48.6805438,6.1661491
,bicycle_parking,,,,,48.6900657,6.1797808
Green Bagel Café,fast_food,,,,,48.6913157,6.1798144
,waste_disposal,,,,,48.6908984,6.1799946
,parcel_locker,,,,,48.6898104,6.1768727
,photo_booth,,,,,48.6895898,6.1766023
,recycling,,,,,48.6871128,6.179185
La Faille,bar,,,,,48.6915096,6.1810126
,recycling,,,,,48.689555,6.1748367
,vending_machine,,,,,48.6896373,6.1766166
Denis Creton,doctors,,,,,48.6896476,6.1755433
,recycling,,,,,48.689616,6.1748163
,vending_machine,,,,,48.6871958,6.1828742
Enterprise Alamo National,car_rental,,,,,48.6878574,6.1784694
,grit_bin,,,,,48.6894546,6.1750016
Cabinet médical,doctors,,,,,48.6896984,6.1762939
,recycling,,,,,48.6870974,6.1791979
,recycling,,,,,48.6871333,6.1791728
,recycling,,,,,48.6870803,6.1792078
Le Bakoua,restaurant,,,,,48.6869917,6.1827859
,vending_machine,,,,,48.6875245,6.1824199
,recycling,,,,,48.6895749,6.1748289
Cabinet de médecine générale,doctors,,,,,48.6881355,6.1845728
,vending_machine,,,,,48.6896646,6.174477
,vending_machine,,,,,48.6888583,6.1751391
Khan,restaurant,,,,,48.6869367,6.1828671
,vending_machine,,,,,48.6896519,6.1766036
,vending_machine,,,,,48.6913942,6.1797196
Cabinet médical,doctors,,,,,48.6853919,6.1667346
Billets grandes lignes,vending_machine,,,,,48.6895442,6.174606
,vending_machine,,,,,48.689644,6.1766118
Nemo Poke Bowl,restaurant,,,,,48.6917286,6.1812953
,waste_basket,,,,,48.6840746,6.1661356
,recycling,,,,,48.6895935,6.1748236
Médiathèque Saint-Pierre,library,,,,,48.6820496,6.1918811
,waste_disposal,,,,,48.6842441,6.1883484
Valérie Canton,doctors,,,,,48.6873923,6.1627673
,bicycle_parking,,,,,48.6975382,6.1829756
,grit_bin,,,,,48.6907953,6.159105
,grit_bin,,,,,48.6986539,6.19265
,grit_bin,,,,,48.6848698,6.1764948
,waste_disposal,,,,,48.6959694,6.1773375
,recycling,,,,,48.6991196,6.1935785
,bicycle_parking,,,,,48.6992344,6.1899055
,bench,,,,,48.6819529,6.1625662
,recycling,,,,,48.6991081,6.1935627
SCP chirurgiens dentistes,dentist,,,,,48.6913725,6.1752165
,waste_basket,,,,,48.6987109,6.1875115
,,memorial,,,,48.6916544,6.1768907
,bicycle_parking,,,,,48.6873399,6.163197
Christine Maeder,dentist,,,,,48.6851377,6.1767065
,waste_disposal,,,,,48.6959787,6.1773652
Thierry Delmas,doctors,,,,,48.6908245,6.1755419
Emmanuel Régnier,doctors,,,,,48.6984485,6.1670146
,bicycle_parking,,,,,48.6893883,6.2012511
,bicycle_parking,,,,,48.6902236,6.2027106
,bicycle_parking,,,,,48.6996634,6.1758573
,waste_basket,,,,,48.6994832,6.175915
,bicycle_parking,,,,,48.6993792,6.175693
,waste_basket,,,,,48.6930151,6.1770563
,bench,,,,,48.6930213,6.1780728
,waste_basket,,,,,48.6930089,6.178038
,waste_basket,,,,,48.6935392,6.1779588
,waste_basket,,,,,48.6935834,6.1766969
,bench,,,,,48.6935976,6.1766861
,bench,,,,,48.6944102,6.1769745
,waste_basket,,,,,48.6943295,6.1766667
,waste_basket,,,,,48.6948892,6.1762717
,waste_basket,,,,,48.6951609,6.17608
,bench,,,,,48.6952645,6.1758828
,bicycle_parking,,,,,48.6952012,6.1754399
,bicycle_parking,,,,,48.6952258,6.1754202
,bicycle_parking,,,,,48.6953381,6.175341
,waste_basket,,,,,48.6953132,6.1755985
,bench,,,,,48.6957345,6.1759794
,waste_basket,,,,,48.6960399,6.1754496
,waste_basket,,,,,48.6963506,6.1754161
,waste_basket,,,,,48.6963117,6.1752458
,bench,,,,,48.6967552,6.1753249
,bicycle_parking,,,,,48.6967054,6.1746933
,bicycle_parking,,,,,48.6967149,6.1747318
,waste_basket,,,,,48.6853531,6.1665232
Le 31 Maison médicale de garde,doctors,,,,,48.6841972,6.1933212
,grit_bin,,,,,48.6841874,6.193965
,toilets,,,,,48.6836866,6.1939689
Accueil,reception_desk,,,,,48.684166,6.1937792
,grit_bin,,,,,48.6837672,6.1942946
,bench,,,,,48.6791829,6.1705694
,waste_basket,,,,,48.6797602,6.1708094
,waste_basket,,,,,48.6798692,6.1715765
,vending_machine,,,,,48.6814949,6.1712822
,bench,,,,,48.6814586,6.1708879
,bench,,,,,48.6814289,6.170918
,bench,,,,,48.6814519,6.170969
,bench,,,,,48.6813851,6.171486
,bench,,,,,48.6813252,6.1714525
,waste_basket,,,,,48.6808883,6.1705559
,waste_basket,,,,,48.6809527,6.1703578
,waste_basket,,,,,48.6810424,6.1694401
,bench,,,,,48.6811531,6.1693168
,bench,,,,,48.6813213,6.169754
,waste_basket,,,,,48.6814072,6.1697204
,bench,,,,,48.6814214,6.1697191
,bench,,,,,48.6815374,6.1698022
,waste_basket,,,,,48.6815985,6.169986
,waste_basket,,,,,48.6816187,6.1695871
,bench,,,,,48.6816906,6.1701657
,bench,,,,,48.6817446,6.1699243
,bench,,,,,48.6817419,6.1698975
,bench,,,,,48.6817348,6.1698465
,bench,,,,,48.6817029,6.1696587
,bench,,,,,48.6816967,6.1696306
,bench,,,,,48.6816888,6.1695984
,bench,,,,,48.6816516,6.1694308
,bench,,,,,48.6816427,6.1693905
,bench,,,,,48.6816303,6.1693302
,vending_machine,,,,,48.6816055,6.1689899
,bicycle_parking,,,,,48.6811606,6.1638585
,waste_basket,,,,,48.6793454,6.1616021
,bicycle_parking,,,,,48.6993522,6.1782712
,bicycle_parking,,,,,48.6993646,6.1783403
,vending_machine,,,,,48.6893998,6.1740075
,grit_bin,,,,,48.6903499,6.1592678
,compressed_air,,,,,48.6894253,6.1614794
ESNA Business School,college,,,,,48.6850963,6.1626232
,waste_basket,,,,,48.6852612,6.1599759
Dr Rebstock,doctors,,,,,48.6859607,6.1681763
,grit_bin,,,,,48.6913752,6.161974
,doctors,,,,,48.6874636,6.1664202
Tribunal de contentieux de l'incapacité,courthouse,,,,,48.6870611,6.1646347
,grit_bin,,,,,48.6884298,6.1662417
,drinking_water,,,,,48.6886978,6.1654171
,grit_bin,,,,,48.692128,6.1612925
,bench,,,,,48.6905372,6.2035451
,bench,,,,,48.69056,6.2034287
,bench,,,,,48.6906559,6.2036493
,bench,,,,,48.6907112,6.2035746
,bench,,,,,48.6906029,6.2035569
,bench,,,,,48.6906578,6.2034851
ECF Nancy Centre,driving_school,,,,,48.6916392,6.1757052
,vending_machine,,,,,48.7015987,6.1710978
,clinic,,,,,48.6906266,6.1810428
,grit_bin,,,,,48.68868,6.1745195
Les Arrangés du Bocal,bar,,,,,48.6912521,6.1806085
,bicycle_parking,,,,,48.6916295,6.1811609
,grit_bin,,,,,48.6934355,6.1670054
,recycling,,,,,48.6934698,6.1675332
,recycling,,,,,48.6830561,6.1618001
,recycling,,,,,48.6829722,6.161838
,recycling,,,,,48.6830705,6.1617908
,bicycle_parking,,,,,48.6962866,6.1663957
,bicycle_parking,,,,,48.6962357,6.1664206
,vending_machine,,,,,48.6963123,6.166269
,vending_machine,,,,,48.696311,6.1662442
,drinking_water,,,,,48.6883261,6.1991932
,vending_machine,,,,,48.6886416,6.199872
,bench,,,,,48.6894483,6.2006651
,waste_basket,,,,,48.689738,6.2014117
,waste_basket,,,,,48.6902409,6.2023163
,public_bookcase,,,,,48.6906187,6.2034117
,waste_basket,,,,,48.6882833,6.1994937
,bench,,,,,48.6883675,6.1995607
,bench,,,,,48.6884286,6.1996764
,bench,,,,,48.6885309,6.1998541
,vending_machine,,,,,48.6885414,6.1998427
,waste_basket,,,,,48.6880557,6.1987379
,waste_basket,,,,,48.687914,6.1983805
,bench,,,,,48.6879259,6.1985535
,bench,,,,,48.6880415,6.1988016
,bench,,,,,48.6880864,6.1986095
,bench,,,,,48.6881015,6.1986387
,bench,,,,,48.6881876,6.198802
Esplanade Cuenot - Salon 1 - Espace Sport Work-Out,bicycle_parking,,,,,48.688198,6.1990812
,bench,,,,,48.7009924,6.1768853
Société Générale,bank,,,,,48.6901408,6.1828199
Burger King,fast_food,,,,,48.6904187,6.1826188
,toilets,,,,,48.6823417,6.1938973
,toilets,,,,,48.6915521,6.1731249
,bench,,,,,48.6916097,6.1782225
,waste_basket,,,,,48.689565,6.1733249
,toilets,,,,,48.6854664,6.16401
,grit_bin,,,,,48.692226,6.1566854
,bicycle_parking,,,,,48.6873477,6.162794
,waste_basket,,,,,48.6933391,6.1589015
,waste_basket,,,,,48.6822452,6.1921959
,,memorial,,,,48.695349,6.171466
,bicycle_parking,,,,,48.7014447,6.1765799
L'Instant Pause,cafe,,,,,48.7055896,6.1764255
Tom Pouce,kindergarten,,,,,48.6911215,6.1487965
,vending_machine,,,,,48.6944085,6.1808027
,mofa:parking,,,,,48.6967596,6.1713365
,mofa:parking,,,,,48.6893974,6.2012344
,bench,,,,,48.6879804,6.1985545
,bench,,,,,48.6880017,6.1986974
,bench,,,,,48.6881427,6.1985636
,bench,,,,,48.6881573,6.1985891
,bench,,,,,48.6881772,6.1987704
,bench,,,,,48.688256,6.1987718
,bench,,,,,48.6882686,6.1987946
Extrait du discours du Congrès de la paix 21 août 1849,,memorial,information,,,48.6896685,6.17285
,vending_machine,,,,,48.6897419,6.1732807
,waste_basket,,,,,48.6896843,6.1733055
,waste_basket,,,,,48.6898207,6.1730679
,vending_machine,,,,,48.6897331,6.1732872
,bicycle_parking,,,,,48.7009014,6.1765517
,bicycle_parking,,,,,48.6874707,6.1707483
,waste_basket,,,,,48.6893828,6.1349852
,bench,,,,,48.6893994,6.135011
,bench,,,,,48.6900988,6.158202
,bench,,,,,48.6901043,6.1580455
,waste_basket,,,,,48.6900992,6.1580377
,waste_basket,,,,,48.6903805,6.1543856
,waste_basket,,,,,48.6908851,6.1544634
,waste_basket,,,,,48.6909808,6.1542374
,bench,,,,,48.6910467,6.1541536
,waste_basket,,,,,48.6910401,6.1543386
,waste_basket,,,,,48.690477,6.1537606
,waste_basket,,,,,48.6903748,6.1536024
,bench,,,,,48.6903606,6.1535233
,restaurant,,,,,48.7031004,6.153215
Pharmacie Centrale,pharmacy,,,,,48.6905458,6.1802133
Pharmacie Gérard,pharmacy,,,,,48.6888354,6.1676561
Pharmacie de la Gare,pharmacy,,,,,48.6897202,6.1757241
,,building,,,,48.6901171,6.1816964
Saveurs et Parfums d'Italie,restaurant,,,,,48.6894546,6.1826392
Big Burger,fast_food,,,,Avenue de la Libération,48.6923165,6.1676955
,parking,,,,,48.68935,6.1619474
Carrefour,fuel,,,,,48.689327,6.161779
L'impromptu,restaurant,,,,,48.6892954,6.183238
Taxy 18 Nancy,taxi,,,,,48.6755475,6.1952738
,vending_machine,,,,,48.696221,6.1922885
,waste_basket,,,,,48.6961987,6.1918561
,waste_basket,,,,,48.6964477,6.192674
,waste_basket,,,,,48.6965859,6.1930826
,vending_machine,,,,,48.6964581,6.1927146
La Camaraderie,restaurant,,,,,48.6931013,6.1816162
,waste_basket,,,,,48.6941197,6.1778425
,vending_machine,,,,,48.6941035,6.1778621
,waste_basket,,,,,48.6944473,6.1775734
,waste_basket,,,,,48.6942648,6.1777406
Los Tacos,restaurant,,,,,48.6896121,6.1855823
King Pizza,restaurant,,,,,48.6924674,6.1418698
Le Palais de Chine,restaurant,,,,,48.6830372,6.190395
,bench,,,,,48.6826783,6.19151
,waste_basket,,,,,48.6756,6.1956313
,waste_basket,,,,,48.6757067,6.1956909
,bench,,,,,48.6757315,6.1957043
,bench,,,,,48.6756815,6.1956735
,bench,,,,,48.6756288,6.1956487
,bench,,,,,48.6755699,6.1956111
,bench,,,,,48.6800595,6.1956487
,bicycle_parking,,,,,48.6821729,6.1916897
L'Ostorea II,fast_food,,,,,48.7033911,6.1542142
,vending_machine,,,,,48.6912846,6.1685837
,vending_machine,,,,,48.6888657,6.1699607
Pidélice,fast_food,,,,,48.6900831,6.1721897
,,memorial,,,,48.695237,6.1812946
Chingu,restaurant,,,,,48.6938481,6.1807387
Bagel & Salsa,restaurant,,,,,48.6731241,6.1733491
,bench,,,,,48.694437,6.1837477
,bench,,,,,48.6945628,6.1834855
,bench,,,,,48.6945606,6.1833173
,bench,,,,,48.6955579,6.1817114
,bench,,,,,48.695643,6.1820074
,bench,,,,,48.6952686,6.181905
,bench,,,,,48.6958142,6.1815377
,bench,,,,,48.6958969,6.1818343
,bench,,,,,48.6961679,6.1812985
,bench,,,,,48.6962525,6.1815949
,bench,,,,,48.695121,6.1799075
,bench,,,,,48.6952196,6.1798551
,bench,,,,,48.6953105,6.1763449
,bench,,,,,48.6949968,6.1765616
,bench,,,,,48.6942988,6.1765183
,bench,,,,,48.6960698,6.1752456
,bench,,,,,48.6982955,6.1798587
,bench,,,,,48.6979734,6.1803325
,bench,,,,,48.6994039,6.1802301
,bench,,,,,48.7024769,6.1811039
,bench,,,,,48.6917996,6.1780806
,bench,,,,,48.6973906,6.1748596
,bench,,,,,48.6972721,6.1744048
,bench,,,,,48.6985008,6.1751883
,bench,,,,,48.6984976,6.1774665
,bench,,,,,48.6984474,6.1773651
,bench,,,,,48.6983633,6.1774611
,bench,,,,,48.6984129,6.1775614
,bench,,,,,48.6975935,6.181636
,bench,,,,,48.6972473,6.1818857
,bench,,,,,48.6986385,6.1808909
,bench,,,,,48.6983833,6.1810589
,bench,,,,,48.6984083,6.1811724
,bench,,,,,48.6986413,6.1810169
,bench,,,,,48.698755,6.1809455
,bench,,,,,48.6980657,6.1812986
,bench,,,,,48.6977892,6.1814928
,bench,,,,,48.696937,6.1821036
,bench,,,,,48.6962767,6.1825692
,bench,,,,,48.6964456,6.1825356
,bench,,,,,48.6968023,6.1822785
,bench,,,,,48.6967957,6.1822047
,bench,,,,,48.6965062,6.182408
,bench,,,,,48.6953744,6.1832055
,bench,,,,,48.6955139,6.1831896
,bench,,,,,48.6955943,6.1830551
,bench,,,,,48.6958609,6.1828813
,bench,,,,,48.6960498,6.1827407
,bench,,,,,48.6957276,6.1830423
,bench,,,,,48.695957,6.1828889
,bench,,,,,48.6961595,6.1827381
,bench,,,,,48.6936096,6.1861558
,bench,,,,,48.6937454,6.1865965
,bench,,,,,48.6937761,6.1860323
,bench,,,,,48.6939172,6.1864904
,bench,,,,,48.6939279,6.1860694
,bench,,,,,48.6940009,6.1862869
